# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValue.calculated.count,1781258414090000000,1781258426810000000,2
workspaceModel.check.recursive.update.ms,1781258414090000000,1781258426810000000,0
workspaceModel.updates.ms,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValue.from.cache.count,1781258414090000000,1781258426810000000,17
workspaceModel.collect.changes.ms,1781258414090000000,1781258426810000000,0
workspaceModel.full.replace.project.model.ms,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1781258414090000000,1781258426810000000,0
workspaceModel.on.changed.ms,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValue.clear.count,1781258414090000000,1781258426810000000,0
workspaceModel.to.snapshot.ms,1781258414090000000,1781258426810000000,0
workspaceModel.updates.count,1781258414090000000,1781258426810000000,0
workspaceModel.init.bridges.ms,1781258414090000000,1781258426810000000,0
workspaceModel.replace.project.model.ms,1781258414090000000,1781258426810000000,0
workspaceModel.on.before.changed.ms,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValue.total.get.count,1781258414090000000,1781258426810000000,19
workspaceModel.loading.from.cache.ms,1781258414090000000,1781258426810000000,0
workspaceModel.cachedValueWithParameters.clear.count,1781258414090000000,1781258426810000000,0
workspaceModel.updates.precise.ms,1781258414090000000,1781258426810000000,0
workspaceModel.update.unloaded.entities.ms,1781258414090000000,1781258426810000000,0
workspaceModel.pre.handlers.ms,1781258414090000000,1781258426810000000,0
workspaceModel.loading.total.ms,1781258414090000000,1781258426810000000,2
workspaceModel.entityStorageSnapshotImpl.instances.count,1781258414090000000,1781258426810000000,5
workspaceModel.initializing.ms,1781258414090000000,1781258426810000000,0
cacheStateStorage.get.duration,1781258414090000000,1781258426810000000,0
cacheStateStorage.set.duration,1781258414090000000,1781258426810000000,15
cacheStateStorage.get.counter,1781258414090000000,1781258426810000000,11
cacheStateStorage.set.counter,1781258414090000000,1781258426810000000,8
NonBlockingReadAction.failedExecutionTimeUs,1781258414090000000,1781258426810000000,0
NonBlockingReadAction.failedExecutionsCount,1781258414090000000,1781258426810000000,0
AWTEventQueue.dispatchTimeTotalNS,1781258414090000000,1781258426810000000,1370531460
NonBlockingReadAction.finalizedExecutionTimeUs,1781258414090000000,1781258426810000000,51029
NonBlockingReadAction.finalizedExecutionsCount,1781258414090000000,1781258426810000000,29
VFS.fileChildByName,1781258414090000000,1781258426810000000,430
VFS.fileByIdCache.misses,1781258414090000000,1781258426810000000,0
VFS.invertedFileNameIndex.requests,1781258414090000000,1781258426810000000,0
VFS.fileByIdCache.hits,1781258414090000000,1781258426810000000,0
writeAction.max.wait.ms,1781258414090000000,1781258426810000000,0
parser.VTL.time.ns,1781258414090000000,1781258426810000000,597000
writeAction.wait.ms,1781258414090000000,1781258426810000000,0
DiskQueryRelay.tasksExecuted,1781258414090000000,1781258426810000000,68
writeAction.count,1781258414090000000,1781258426810000000,5
parser.VTL.size.bytes,1781258414090000000,1781258426810000000,138
DiskQueryRelay.taskExecutionTotalTimeUs,1781258414090000000,1781258426810000000,1587
lexer.VTL.size.bytes,1781258414090000000,1781258426810000000,138
lexer.VTL.time.ns,1781258414090000000,1781258426810000000,434083
DiskQueryRelay.tasksRequested,1781258414090000000,1781258426810000000,68
writeAction.median.wait.ms,1781258414090000000,1781258426810000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1781258414090000000,1781258426810000000,10683
Indexes.stubs.lookupDuration90PMs,1781258414090000000,1781258426810000000,0.0
Indexing.totalTimeIndexersSleptMs,1781258414090000000,1781258426810000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1781258414090000000,1781258426810000000,0
Indexes.stubs.lookups,1781258414090000000,1781258426810000000,0
Indexes.allKeys.lookupDurationAvgMs,1781258414090000000,1781258426810000000,0.0
Indexing.writesQueuedMax,1781258414090000000,1781258426810000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1781258414090000000,1781258426810000000,0
Indexes.allKeys.lookups,1781258414090000000,1781258426810000000,0
Indexes.entries.lookupDurationAvgMs,1781258414090000000,1781258426810000000,0.0
