# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.max.wait.ms,1781259645368000000,1781259659161000000,1
DiskQueryRelay.taskWaitingTotalTimeUs,1781259645368000000,1781259659161000000,10987
writeAction.count,1781259645368000000,1781259659161000000,5
parser.VTL.time.ns,1781259645368000000,1781259659161000000,867249
DiskQueryRelay.tasksExecuted,1781259645368000000,1781259659161000000,68
lexer.VTL.time.ns,1781259645368000000,1781259659161000000,481292
lexer.VTL.size.bytes,1781259645368000000,1781259659161000000,138
DiskQueryRelay.tasksRequested,1781259645368000000,1781259659161000000,68
writeAction.wait.ms,1781259645368000000,1781259659161000000,1
parser.VTL.size.bytes,1781259645368000000,1781259659161000000,138
writeAction.median.wait.ms,1781259645368000000,1781259659161000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1781259645368000000,1781259659161000000,1446
VFS.fileChildByName,1781259645368000000,1781259659161000000,430
VFS.fileByIdCache.hits,1781259645368000000,1781259659161000000,0
VFS.fileByIdCache.misses,1781259645368000000,1781259659161000000,0
VFS.invertedFileNameIndex.requests,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1781259645368000000,1781259659161000000,2
jps.global.handle.before.change.events.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.instances.count,1781259645368000000,1781259659161000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781259645368000000,1781259659161000000,0
jps.app.storage.content.writer.save.component.ms,1781259645368000000,1781259659161000000,30
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781259645368000000,1781259659161000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781259645368000000,1781259659161000000,0
workspaceModel.sync.entities.ms,1781259645368000000,1781259659161000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781259645368000000,1781259659161000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781259645368000000,1781259659161000000,0
jps.library.entities.serializer.load.entities.ms,1781259645368000000,1781259659161000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781259645368000000,1781259659161000000,1
workspaceModel.load.cache.from.file.ms,1781259645368000000,1781259659161000000,60
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781259645368000000,1781259659161000000,0
jps.load.initial.state.ms,1781259645368000000,1781259659161000000,13
jps.global.get.library.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781259645368000000,1781259659161000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1781259645368000000,1781259659161000000,0
jps.save.global.entities.ms,1781259645368000000,1781259659161000000,41
workspaceModel.do.save.caches.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781259645368000000,1781259659161000000,0
workspaceModel.save.cache.to.file.ms,1781259645368000000,1781259659161000000,12
jps.app.storage.content.reader.load.component.ms,1781259645368000000,1781259659161000000,2
workspaceModel.global.apply.state.to.project.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781259645368000000,1781259659161000000,0
