# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.updates.count,1781259645368000000,1781259659161000000,1
jps.global.initialize.library.bridges.ms,1781259645368000000,1781259659161000000,0
jps.global.handle.changed.events.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781259645368000000,1781259659161000000,0
jps.library.entities.serializer.save.entities.ms,1781259645368000000,1781259659161000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781259645368000000,1781259659161000000,1
workspaceModel.load.cache.metadata.from.file.ms,1781259645368000000,1781259659161000000,5
workspaceModel.moduleManagerBridge.load.module.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781259645368000000,1781259659161000000,0
jps.global.get.libraries.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781259645368000000,1781259659161000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781259645368000000,1781259659161000000,4
workspaceModel.global.updates.ms,1781259645368000000,1781259659161000000,6
jps.global.get.library.by.name.ms,1781259645368000000,1781259659161000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1781259645368000000,1781259659161000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781259645368000000,1781259659161000000,6
StorageLockContext.competingThreads.avg,1781259645368000000,1781259659161000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1781259645368000000,1781259659161000000,0
FilePageCache.totalPageDisposalsUs,1781259645368000000,1781259659161000000,1217
FilePageCache.maxRegisteredFiles,1781259645368000000,1781259659161000000,1056
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781259645368000000,1781259659161000000,41943040
StorageLockContext.competingThreads.90P,1781259645368000000,1781259659161000000,0
DirectByteBufferAllocator.disposed,1781259645368000000,1781259659161000000,341
FilePageCache.pageLoads,1781259645368000000,1781259659161000000,384
FilePageCache.totalPageLoadsUs,1781259645368000000,1781259659161000000,189367
FilePageCache.pageHits,1781259645368000000,1781259659161000000,0
FilePageCache.capacityInBytes,1781259645368000000,1781259659161000000,629145600
FilePageCache.pageFastCacheHits,1781259645368000000,1781259659161000000,7638
DirectByteBufferAllocator.hits,1781259645368000000,1781259659161000000,3
StorageLockContext.competingThreads.max,1781259645368000000,1781259659161000000,0
DirectByteBufferAllocator.reclaimed,1781259645368000000,1781259659161000000,43
FilePageCache.uncachedFileAccess,1781259645368000000,1781259659161000000,228
FilePageCache.disposedBuffers,1781259645368000000,1781259659161000000,384
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781259645368000000,1781259659161000000,41943040
DirectByteBufferAllocator.misses,1781259645368000000,1781259659161000000,381
FilePageCache.maxCacheSizeInBytes,1781259645368000000,1781259659161000000,399507456
FilePageCache.pageLoadsAboveSizeThreshold,1781259645368000000,1781259659161000000,0
NonBlockingReadAction.failedExecutionTimeUs,1781259645368000000,1781259659161000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1781259645368000000,1781259659161000000,52281
AWTEventQueue.dispatchTimeTotalNS,1781259645368000000,1781259659161000000,1449730019
NonBlockingReadAction.failedExecutionsCount,1781259645368000000,1781259659161000000,0
NonBlockingReadAction.finalizedExecutionsCount,1781259645368000000,1781259659161000000,30
workspaceModel.cachedValue.total.get.count,1781259645368000000,1781259659161000000,19
workspaceModel.initializing.ms,1781259645368000000,1781259659161000000,0
workspaceModel.pre.handlers.ms,1781259645368000000,1781259659161000000,0
workspaceModel.init.bridges.ms,1781259645368000000,1781259659161000000,0
workspaceModel.updates.count,1781259645368000000,1781259659161000000,0
workspaceModel.updates.precise.ms,1781259645368000000,1781259659161000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1781259645368000000,1781259659161000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1781259645368000000,1781259659161000000,0
workspaceModel.cachedValueWithParameters.clear.count,1781259645368000000,1781259659161000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781259645368000000,1781259659161000000,5
workspaceModel.check.recursive.update.ms,1781259645368000000,1781259659161000000,0
workspaceModel.cachedValue.from.cache.count,1781259645368000000,1781259659161000000,17
workspaceModel.updates.ms,1781259645368000000,1781259659161000000,0
workspaceModel.loading.total.ms,1781259645368000000,1781259659161000000,3
workspaceModel.cachedValueWithParameters.total.get.count,1781259645368000000,1781259659161000000,0
workspaceModel.collect.changes.ms,1781259645368000000,1781259659161000000,0
workspaceModel.on.changed.ms,1781259645368000000,1781259659161000000,0
workspaceModel.on.before.changed.ms,1781259645368000000,1781259659161000000,0
workspaceModel.full.replace.project.model.ms,1781259645368000000,1781259659161000000,0
workspaceModel.to.snapshot.ms,1781259645368000000,1781259659161000000,0
workspaceModel.update.unloaded.entities.ms,1781259645368000000,1781259659161000000,0
workspaceModel.cachedValue.calculated.count,1781259645368000000,1781259659161000000,2
workspaceModel.replace.project.model.ms,1781259645368000000,1781259659161000000,0
workspaceModel.loading.from.cache.ms,1781259645368000000,1781259659161000000,1
workspaceModel.cachedValue.clear.count,1781259645368000000,1781259659161000000,0
Indexes.stubs.lookups,1781259645368000000,1781259659161000000,0
Indexes.stubs.lookupDurationAvgMs,1781259645368000000,1781259659161000000,0.0
Indexes.entries.lookupDuration90PMs,1781259645368000000,1781259659161000000,6.0
Indexes.entries.lookupDurationAvgMs,1781259645368000000,1781259659161000000,6.0
Indexing.cache.totalCacheMisses,1781259645368000000,1781259659161000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1781259645368000000,1781259659161000000,0
Indexes.allKeys.lookups,1781259645368000000,1781259659161000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1781259645368000000,1781259659161000000,0
Indexing.cache.totalCacheEvicted,1781259645368000000,1781259659161000000,0
Indexes.entries.lookups,1781259645368000000,1781259659161000000,1
Indexing.writer_0.totalTimeSpentWritingMs,1781259645368000000,1781259659161000000,0
Indexes.allKeys.lookupDurationAvgMs,1781259645368000000,1781259659161000000,0.0
Indexes.stubs.lookupDuration90PMs,1781259645368000000,1781259659161000000,0.0
Indexing.writesQueuedMin,1781259645368000000,1781259659161000000,0
Indexing.writesQueuedMax,1781259645368000000,1781259659161000000,0
Indexes.entries.lookupDurationMaxMs,1781259645368000000,1781259659161000000,6.0
Indexes.allKeys.lookupDurationMaxMs,1781259645368000000,1781259659161000000,0.0
Indexing.cache.totalCacheAccesses,1781259645368000000,1781259659161000000,0
Indexing.totalTimeIndexersSleptMs,1781259645368000000,1781259659161000000,0
Indexing.writesQueuedAvg,1781259645368000000,1781259659161000000,0.0
Indexes.stubs.lookupDurationMaxMs,1781259645368000000,1781259659161000000,0.0
Indexes.allKeys.lookupDuration90PMs,1781259645368000000,1781259659161000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1781259645368000000,1781259659161000000,0
cacheStateStorage.set.counter,1781259645368000000,1781259659161000000,8
cacheStateStorage.get.duration,1781259645368000000,1781259659161000000,0
cacheStateStorage.get.counter,1781259645368000000,1781259659161000000,11
cacheStateStorage.set.duration,1781259645368000000,1781259659161000000,18
